,File,Abnormal,Result,R-R Interval,R Height,R_Onset-Rpeak,Q-Q Interval,Q Height,P_Onset-P_Offset,P Height,P-P Interval,P_Onset-Ppeak
18141,111,1,N,303,1231,13,307,1013,46,1044,302,20
9886,105,0,N,267,1294,20,267,967,36,1017,269,22
9656,105,0,N,248,1280,19,251,968,35,1013,250,20
69767,223,0,N,255,1332,28,251,899,33,932,249,14
42281,201,0,N,240,1191,30,240,972,28,993,254,9
45701,205,0,N,245,1201,18,245,960,38,985,244,15
28657,117,0,N,436,931,56,441,819,44,861,438,21
48379,208,0,N,225,1329,17,218,953,12,966,213,3
62331,215,0,N,206,1189,18,217,978,25,1001,205,13
49290,209,0,N,217,1275,20,217,979,30,1018,215,12
75533,231,1,N,345,1328,18,409,945,27,1013,411,10
1281,100,0,N,292,1238,19,293,925,17,993,291,4
79542,233,1,V,141,1163,31,104,862,32,955,156,27
50211,209,1,S,140,1259,16,134,971,46,1012,129,24
4866,102,1,Q,304,1220,15,311,959,15,961,321,6
50314,209,1,S,140,1259,15,154,965,34,1022,137,14
22745,114,0,N,445,936,13,471,900,34,1004,423,20
61115,215,0,N,214,1193,19,243,1003,36,1030,208,14
57686,213,0,N,199,1385,20,199,819,29,896,199,16
7863,104,0,N,295,1220,24,270,963,21,996,342,7
82934,234,0,N,236,1319,43,237,944,33,1002,237,17
59809,214,1,N,246,1416,36,247,992,37,1008,242,19
22517,114,0,N,374,888,11,369,979,25,993,385,15
24668,115,0,N,290,1314,18,288,903,40,947,288,21
20339,112,0,N,246,987,21,241,828,43,866,246,21
74000,230,0,N,278,1292,26,276,945,36,990,279,16
78015,232,1,S,272,1121,20,238,963,21,975,248,12
26708,116,0,N,266,1426,21,259,735,29,788,265,10
36167,122,0,N,289,1178,24,289,776,38,870,285,17
75864,231,1,N,327,1324,17,326,941,35,1002,330,18
66923,222,1,N,177,1095,23,265,919,30,956,144,20
51745,209,0,N,215,1241,16,216,980,46,1015,222,17
2836,101,0,N,351,1298,16,346,920,17,989,356,8
5705,103,0,N,299,1354,19,298,930,49,978,297,18
1925,100,0,N,308,1251,20,308,912,32,985,305,25
51635,209,0,N,232,1243,16,216,951,30,977,231,14
20786,112,0,N,269,1068,41,274,878,42,916,277,22
63456,217,1,V,173,1232,30,178,995,54,1031,220,42
82760,234,0,N,254,1363,44,253,999,36,1052,254,18
25329,115,0,N,350,1364,21,359,903,49,944,348,19
56815,213,1,V,192,1571,44,192,925,27,1019,194,14
33445,119,1,V,197,1407,26,181,817,61,942,171,36
28100,116,0,N,257,1067,40,253,766,40,832,259,22
24938,115,0,N,341,1327,24,336,881,37,915,336,18
59218,214,1,N,307,1380,54,308,970,43,986,313,28
69520,223,0,N,251,1311,50,252,895,43,932,251,24
26655,116,0,N,268,1476,39,271,760,44,806,270,22
28396,116,0,N,254,1119,18,244,791,43,852,257,23
38330,123,0,N,424,1288,27,420,844,44,900,419,19
20289,112,0,N,246,1039,23,244,856,35,898,246,14
6702,103,0,N,308,1386,18,309,931,46,988,313,17
8062,104,1,Q,304,984,4,302,885,14,928,307,6
31073,118,1,N,310,1065,25,311,873,23,936,312,17
32065,119,0,N,473,1294,48,507,838,33,915,504,18
70322,223,1,V,180,1068,19,199,891,44,918,177,40
11800,106,1,V,185,1187,29,166,1006,83,1116,144,43
54263,212,0,N,249,1319,51,247,917,38,980,247,21
27362,116,0,N,281,1508,20,280,798,45,856,281,25
57984,213,1,F,212,1617,28,230,962,27,1035,219,15
60065,215,0,N,218,1161,20,215,968,15,1001,214,5
9109,105,0,N,269,1249,21,269,946,35,997,269,20
78621,232,1,S,263,1111,25,277,985,14,993,266,8
51668,209,0,N,225,1182,18,225,926,20,966,228,14
39253,124,1,N,363,1074,18,379,833,29,870,364,19
37345,122,0,N,252,1190,23,251,793,44,883,253,20
80835,234,0,N,228,1304,47,231,941,39,1000,230,19
65077,220,0,N,338,1309,26,337,899,26,930,337,18
82334,234,0,N,239,1321,46,240,971,35,1023,237,17
67358,222,0,N,342,1205,15,326,998,31,1028,342,11
30842,118,1,N,290,1055,22,290,766,33,816,290,26
10248,105,0,N,266,1226,24,265,928,36,976,264,21
55275,212,0,N,239,1355,50,241,974,33,1033,238,13
118,100,0,N,295,1224,19,296,923,24,992,299,18
12939,106,0,N,457,1389,36,478,965,27,1027,499,12
54766,212,1,N,220,1239,44,222,947,33,1009,222,17
76867,231,1,N,346,1288,16,347,931,36,991,344,18
37711,123,0,N,542,1196,31,542,816,46,874,548,24
48801,208,1,V,196,1332,45,143,1027,31,1048,218,24
11900,106,0,N,354,1420,40,354,967,30,1032,354,14
81836,234,1,S,166,1294,17,168,970,27,985,154,20
17777,111,1,N,315,1174,14,325,967,42,1002,316,17
72908,230,0,N,290,1288,27,288,982,36,1016,290,15
82652,234,0,N,233,1257,38,235,926,38,979,238,19
62629,215,0,N,206,1204,18,186,973,38,1002,201,18
38172,123,0,N,441,1209,24,455,823,43,882,443,21
73893,230,0,N,159,1295,18,170,957,41,996,173,20
66517,222,0,N,314,1110,14,309,995,40,1019,310,22
17813,111,1,N,306,1172,16,348,1023,44,1020,305,19
3221,101,0,N,355,1255,18,355,929,37,972,356,12
73182,230,0,N,341,1377,60,344,985,44,1022,343,21
54010,212,1,N,248,1250,27,253,950,33,1026,244,11
1855,100,0,N,290,1252,18,290,923,55,995,291,18
64778,220,1,S,232,1366,47,246,886,38,928,241,13
36668,122,0,N,270,1169,25,269,783,38,864,267,16
45849,205,0,N,246,1172,22,246,924,15,959,243,4
64118,219,0,N,299,1374,22,298,859,36,915,294,12
33293,119,0,N,480,1283,18,497,831,26,856,524,12
27067,116,0,N,290,1500,20,289,803,44,856,293,26
74222,230,0,N,275,1303,22,266,933,44,996,275,17
66851,222,0,N,285,1109,13,282,968,34,1022,279,17
77576,232,1,S,260,1135,24,241,995,17,1014,269,10
74217,230,0,N,256,1276,28,263,952,39,1000,257,17
21165,112,0,N,247,1070,17,254,908,54,950,243,29
24371,115,0,N,317,1326,24,313,865,37,905,320,19
72894,230,0,N,290,997,21,291,682,13,785,279,9
10578,105,0,N,242,1277,20,243,964,33,1014,244,18
80189,233,0,N,211,1364,42,213,979,41,1052,211,20
80381,233,0,N,212,1341,21,209,977,45,1035,210,22
59631,214,1,N,316,1435,25,314,1008,39,1031,311,16
62909,215,0,N,198,1172,15,201,973,36,1004,199,15
15364,109,1,N,250,1315,28,248,952,19,1012,247,11
26209,116,0,N,279,1534,22,280,781,46,825,280,26
23444,114,0,N,335,1009,7,311,975,30,993,326,16
48458,208,0,N,227,1319,18,222,960,31,991,222,15
40939,200,0,N,262,1199,24,247,990,30,1006,263,20
70897,228,0,N,290,1143,24,290,942,38,1026,298,19
16222,109,1,N,267,1307,26,263,960,20,1006,278,3
5121,102,1,Q,302,1168,27,297,947,13,954,356,5
50488,209,0,N,234,1222,18,235,964,36,1004,237,23
50903,209,0,N,215,1274,22,213,967,49,993,222,24
74250,230,0,N,240,1280,26,239,925,36,980,283,13
51229,209,0,N,237,1171,53,231,939,19,972,231,11
24839,115,0,N,305,1295,25,304,855,38,895,311,19
26516,116,0,N,364,1457,19,396,783,46,829,412,28
35273,122,0,N,256,1159,24,256,787,39,858,258,18
52419,210,0,N,311,1188,29,266,967,41,983,324,30
31247,118,1,N,310,1045,21,302,835,29,900,309,22
73690,230,0,N,341,1325,59,339,970,37,1005,339,18
1866,100,0,N,298,1222,19,298,913,42,970,299,18
81423,234,0,N,239,1331,19,239,983,37,1036,243,19
27346,116,0,N,277,1467,19,275,789,33,831,277,10
32455,119,0,N,325,1300,20,325,824,35,921,321,19
55569,212,1,N,257,1316,48,255,1001,36,1067,255,19
36705,122,0,N,284,1182,23,284,773,45,863,285,18
32005,119,0,N,328,1240,17,322,787,37,869,327,22
64405,220,0,N,300,1291,36,301,859,35,887,297,16
42182,201,0,N,141,1173,49,154,968,44,1011,148,21
45344,205,0,N,234,1193,17,235,942,39,975,236,18
17863,111,1,N,320,1165,14,330,952,59,978,323,25
30902,118,1,N,303,1131,25,303,863,26,936,299,20
83154,234,0,N,227,1344,41,231,974,35,1019,227,19
9422,105,0,N,253,1288,20,253,954,36,1016,256,22
24557,115,0,N,319,1294,21,314,848,24,889,317,20
75406,231,1,N,331,1288,17,332,929,34,994,337,16
66805,222,0,N,278,1122,14,278,963,33,1028,278,16
52345,210,0,N,265,1161,27,280,901,30,936,227,21
59987,215,0,N,192,1170,23,219,970,36,995,197,15
29547,118,1,N,289,1114,27,288,861,28,932,282,20
30624,118,1,N,297,1150,22,298,862,15,925,297,10
4515,102,1,Q,289,1167,31,298,950,13,981,284,5
33488,119,0,N,341,1238,18,341,795,34,874,338,19
77063,231,1,N,344,1327,17,344,960,37,1019,345,18
81035,234,0,N,235,1342,44,238,967,37,1029,236,18
58380,213,0,N,193,1515,48,193,994,29,1071,193,15
60851,215,0,N,196,1161,22,197,947,17,986,199,7
80048,233,0,N,212,1314,20,205,949,43,1015,209,20
16665,109,1,N,271,1305,27,264,964,50,1014,257,21
18797,111,1,N,302,1216,12,295,975,43,1005,294,18
16913,109,1,N,263,1329,28,263,968,34,1010,264,18
59234,214,1,N,250,1380,23,250,960,26,980,252,8
46974,205,0,N,273,1198,16,263,946,38,972,275,18
83097,234,0,N,245,1348,42,245,971,34,1021,247,17
35376,122,0,N,270,1195,24,271,819,38,905,272,18
13323,106,1,V,180,1348,73,158,988,74,1107,136,40
16358,109,1,N,258,1311,28,263,943,49,1000,257,19
21902,112,0,N,268,1002,23,276,844,48,879,273,27
17928,111,1,N,304,1133,14,304,995,14,1012,298,8
16168,109,1,N,270,1296,27,278,940,55,988,270,21
60316,215,0,N,200,1102,18,198,976,27,1013,203,17
48883,208,0,N,242,1349,44,264,976,35,1019,247,17
65432,220,0,N,317,1327,32,317,916,28,943,367,13
728,100,0,N,291,1187,20,291,907,19,982,289,5
32738,119,0,N,495,1259,24,531,805,34,888,533,19
36028,122,0,N,258,1186,23,258,797,38,883,255,15
54027,212,1,N,240,1237,23,248,955,35,1018,242,19
55581,212,1,N,243,1297,49,242,963,33,1023,243,19
82502,234,0,N,242,1311,24,241,967,36,1021,239,17
22808,114,0,N,364,860,8,365,959,34,983,372,23
13758,107,1,Q,307,1404,32,277,939,52,1068,313,18
47954,208,1,V,206,1232,48,176,946,12,950,193,6
60955,215,0,N,185,1151,21,174,932,37,977,185,18
14134,108,0,N,392,1124,39,387,964,40,1015,393,24
46274,205,0,N,256,1185,17,242,928,38,955,253,18
44050,203,0,N,162,1350,41,109,948,34,959,177,22
81148,234,0,N,152,1534,20,235,1210,24,1244,190,11
53905,212,1,N,231,1336,21,227,999,33,1088,227,14
13646,107,1,Q,313,1300,29,286,883,53,1008,254,19
56242,213,1,F,193,1549,19,193,927,25,1007,193,11
71107,228,0,N,291,1152,26,292,934,26,983,298,19
62491,215,0,N,192,1169,32,200,967,26,998,194,9
66351,222,0,N,334,1188,14,335,1013,36,1078,335,19
8897,104,1,Q,292,1143,28,286,986,22,988,307,12
4815,102,1,Q,287,1134,26,291,975,19,988,251,1
54031,212,1,N,226,1204,15,218,901,42,1003,227,20
9137,105,0,N,252,1286,22,249,974,34,1028,248,20
47463,208,0,N,214,1359,28,217,988,28,1039,213,17
46091,205,0,N,260,1194,16,260,937,35,969,261,17
61342,215,0,N,190,1177,18,208,963,38,992,191,18
11668,106,0,N,374,1439,40,373,991,39,1064,375,18
28164,116,0,N,256,1102,17,252,817,45,877,258,27
15400,109,1,N,318,1304,29,265,960,18,1011,301,13
993,100,0,N,280,1238,19,281,928,27,994,279,19
52507,210,0,N,264,1229,34,250,974,22,987,271,10
20547,112,0,N,251,1042,28,261,863,29,896,252,9
13494,106,0,N,434,1353,18,434,969,32,1020,431,15
21478,112,0,N,261,1024,21,256,858,51,888,262,29
52749,210,0,N,349,1071,23,400,993,49,998,289,33
51974,209,0,N,232,1250,16,221,980,11,1017,238,5
66556,222,0,N,299,1073,13,301,964,24,1006,303,10
28714,117,0,N,440,759,6,441,834,43,869,434,22
50182,209,0,N,215,1206,16,215,937,25,982,221,13
33852,121,0,N,348,1022,40,348,823,17,832,347,6
56779,213,0,N,194,1483,21,193,928,26,1020,190,13
64715,220,0,N,317,1305,34,315,885,28,909,317,12
8611,104,1,Q,286,1050,27,284,969,18,976,317,5
49939,209,0,N,199,1202,19,201,968,13,1021,204,5
48916,208,0,N,232,1268,24,293,969,30,1001,251,18
62403,215,0,N,182,1168,20,203,947,24,986,187,13
34376,121,0,N,356,1001,22,349,853,14,870,349,10
5367,102,1,Q,311,1146,24,317,960,20,980,297,3
2520,101,0,N,327,1348,18,327,952,36,993,326,12
31559,119,0,N,333,1286,17,325,837,33,922,330,19
74161,230,0,N,99,1370,18,142,941,35,976,99,16
63113,217,1,Q,319,1137,49,328,966,40,975,328,21
21467,112,0,N,267,1031,22,264,871,47,906,271,27
20672,112,0,N,250,1015,19,250,859,39,899,247,24
44407,203,0,N,223,1251,50,195,1010,28,1045,194,20
53767,212,1,N,229,1257,23,234,937,28,1030,229,12
80889,234,0,N,241,1342,21,241,977,36,1031,241,17
31019,118,1,N,340,1102,23,329,865,26,918,337,20
57838,213,1,F,208,1536,24,220,837,26,922,208,13
45809,205,0,N,241,1226,18,251,944,43,969,241,21
39532,124,1,N,391,1315,18,397,844,22,869,390,13
4328,102,1,Q,294,1189,36,286,982,13,988,355,3
60265,215,0,N,184,1104,35,179,971,29,981,182,18
14388,108,0,N,375,1175,37,389,992,39,1039,375,24
9808,105,0,N,263,1281,20,267,969,36,1026,262,21
45845,205,0,N,240,1202,18,254,954,37,986,237,16
31324,118,1,N,243,1125,20,249,845,45,906,252,13
48557,208,0,N,196,1402,36,250,1090,44,1155,193,21
68498,222,0,N,198,1094,12,182,958,55,986,180,27
78568,232,1,S,258,1117,17,230,958,22,973,255,16
6149,103,0,N,295,1367,19,296,932,48,992,297,18
54783,212,1,N,238,1264,46,243,965,34,1033,241,17
74790,230,0,N,272,1416,54,272,949,44,989,268,21
80554,234,0,N,233,1299,19,232,947,42,1002,228,21
20768,112,0,N,64,1097,18,47,927,42,953,91,21
16510,109,1,N,260,1297,27,266,953,15,1003,252,10
59043,214,1,N,259,1414,54,265,982,38,1005,266,22
66178,221,0,N,228,1291,39,169,975,37,979,232,26
59065,214,1,N,364,1447,34,356,953,24,1005,373,7
42694,202,0,N,389,1272,25,380,967,40,997,390,19
82756,234,0,N,237,1381,23,236,998,37,1053,238,18
25033,115,0,N,331,1344,21,324,898,39,937,324,20
20083,112,0,N,255,1031,17,263,844,51,877,254,28
33831,121,0,N,326,1080,47,324,889,45,918,325,26
67375,222,0,N,175,1127,16,176,935,24,978,171,18
60374,215,0,N,199,1189,17,185,949,12,1025,204,5
9735,105,0,N,264,1292,20,259,971,36,1026,263,22
7735,104,1,Q,288,1076,19,275,964,13,973,269,3
17754,111,1,N,306,1150,14,317,959,45,986,313,19
30835,118,1,N,288,1119,27,270,842,30,904,286,22
67604,222,0,N,202,1137,11,212,928,22,1000,207,13
5481,102,1,Q,325,923,12,342,1066,15,1125,387,10
13783,107,1,Q,297,1373,25,272,940,21,1043,245,13
28276,116,0,N,258,1336,20,258,566,26,626,321,8
82471,234,0,N,244,1316,41,245,981,36,1037,246,18
24862,115,0,N,337,1318,19,336,899,56,944,337,18
45940,205,0,N,248,1197,18,248,948,27,980,245,17
28022,116,0,N,264,1256,47,265,738,27,815,263,7
53352,212,0,N,235,1316,47,237,962,35,1042,236,18
47979,208,0,N,304,1304,44,376,970,29,998,311,15
17630,109,1,N,265,1511,26,269,956,19,999,270,5
2172,100,0,N,278,1254,18,279,922,26,984,273,19
29382,118,1,N,293,1143,21,267,851,25,920,290,19
76664,231,0,N,355,1350,19,375,964,35,1019,399,18
50652,209,0,N,233,1244,14,218,955,31,986,233,14
18594,111,1,N,315,1189,13,278,983,47,1017,308,18
4079,101,0,N,380,1286,18,381,916,37,966,378,11
22839,114,0,N,360,893,11,360,888,30,989,354,19
18936,111,1,N,321,1164,15,322,1030,46,1015,322,17
18773,111,1,N,307,1186,11,295,989,46,1011,308,21
38105,123,0,N,454,1240,65,456,841,46,883,455,19
74990,230,0,N,293,1336,25,290,983,37,1032,294,16
72712,228,0,N,396,1153,22,411,935,51,1007,345,15
25672,115,0,N,328,1413,21,326,963,50,1006,323,19
33842,121,0,N,347,980,23,350,802,24,820,349,6
8545,104,1,Q,292,1210,37,307,989,33,1002,345,19
5070,102,1,Q,301,1153,27,274,944,38,964,308,19
69855,223,1,V,223,1373,36,277,941,11,952,193,6
77287,232,1,N,608,1155,21,623,1000,37,1027,614,21
44669,205,0,N,237,1172,18,237,944,43,971,237,18
9366,105,0,N,246,1273,20,246,952,35,1006,246,20
54257,212,0,N,231,1297,47,232,939,35,1004,228,19
59627,214,1,N,325,1394,25,326,993,41,1014,329,23
55725,212,0,N,243,1360,52,241,980,34,1042,242,19
26778,116,0,N,260,1462,39,263,734,42,778,265,24
71354,228,1,V,110,1385,38,175,916,15,944,178,5
31443,118,1,N,246,1205,24,244,837,46,944,245,19
2940,101,0,N,368,1278,18,369,934,48,982,372,21
49130,208,0,N,256,1252,21,308,969,42,995,233,18
72356,228,0,N,397,1118,30,410,943,17,992,364,11
64818,220,0,N,337,1359,24,337,890,25,922,338,16
18050,111,1,N,307,1135,15,307,999,51,983,312,17
1224,100,0,N,291,1240,20,291,918,29,990,292,18
48261,208,1,V,155,1215,35,139,937,47,967,139,27
15470,109,1,N,267,1258,28,268,952,15,998,265,8
54707,212,0,N,266,1335,49,269,961,36,1026,267,20
66020,221,1,V,168,1252,61,234,955,54,978,170,30
55767,212,0,N,233,1346,46,232,974,33,1032,232,18
12485,106,0,N,326,1253,34,356,997,32,1033,365,18
59356,214,1,N,297,1395,61,301,1037,48,1069,302,16
65235,220,1,S,174,1311,15,180,896,42,961,159,12
77574,232,1,N,443,1134,25,441,985,35,1018,435,26
73840,230,0,N,309,1284,21,314,960,38,999,307,16
45356,205,0,N,230,1190,17,231,944,37,975,235,16
49171,208,0,N,227,1316,19,226,966,35,1014,225,16
83251,234,0,N,254,1352,47,252,971,38,1023,252,18
16490,109,1,N,271,1307,28,267,963,40,1016,264,10
4848,102,1,Q,296,1192,30,303,955,34,981,280,15
19880,112,0,N,245,1045,26,241,879,33,920,247,14
68134,222,0,N,181,1177,34,177,934,82,970,195,37
83047,234,0,N,243,1379,40,244,982,38,1035,242,19
2645,101,0,N,325,1284,19,324,949,43,978,324,21
39580,124,1,N,394,1287,19,396,855,28,878,390,22
65982,221,1,V,84,1237,51,81,970,24,999,95,10
79641,233,0,N,208,1384,40,211,996,43,1058,210,22
73077,230,0,N,83,1206,33,99,938,40,998,84,19
61341,215,0,N,187,1177,22,179,964,34,990,186,15
25214,115,0,N,384,1340,17,384,887,37,921,384,19
26268,116,0,N,274,1511,20,270,772,26,827,274,8
68832,223,0,N,262,1205,50,259,892,28,924,262,11
77637,232,1,S,269,1097,23,341,957,21,973,244,17
49860,209,0,N,217,1209,19,245,934,30,1006,236,10
13817,107,1,Q,310,1336,27,292,888,55,999,261,15
59573,214,1,N,283,1362,27,282,1001,43,1027,281,20
28544,117,0,N,363,846,6,362,890,43,936,364,20
27691,116,1,V,172,1567,43,136,824,61,909,130,33
53874,212,1,N,224,1231,23,218,957,34,1023,223,19
51971,209,0,N,209,1282,17,207,1025,27,1074,206,11
14287,108,0,N,374,1197,29,388,993,38,1050,374,23
51761,209,0,N,224,1255,54,224,1002,32,1039,230,17
25603,115,0,N,325,1304,27,324,897,37,936,325,20
41455,201,0,N,634,1200,25,651,990,44,1020,648,20
65094,220,0,N,328,1306,35,330,909,32,932,329,15
43305,203,0,N,318,1290,25,328,997,12,1011,344,5
74474,230,0,N,270,1276,58,278,934,39,985,272,18
58258,213,1,F,200,1481,22,200,843,27,967,201,14
64649,220,0,N,310,1334,27,310,886,34,919,311,16
34960,121,0,N,304,974,43,302,808,62,830,304,42
51101,209,0,N,235,1245,15,225,935,29,964,207,19
24852,115,0,N,334,1329,25,336,868,38,905,334,18
41550,201,1,V,330,1051,28,312,979,21,982,314,9
36570,122,0,N,274,1172,22,276,772,40,867,275,19
59181,214,1,N,257,1427,25,257,1004,39,1025,262,21
18332,111,1,N,306,1206,15,310,990,47,1017,307,20
42743,202,0,N,416,1220,31,417,952,43,969,415,18
65379,220,0,N,319,1314,34,322,903,32,929,319,14
42936,202,0,N,211,1341,43,162,941,41,990,143,21
29739,118,1,N,267,1135,8,258,857,27,926,265,19
49414,209,0,N,215,1232,17,215,970,33,1004,206,17
29878,118,1,N,248,1180,21,248,920,14,997,251,7
68453,222,0,N,169,1186,16,200,975,60,1030,200,31
64605,220,0,N,319,1259,33,316,894,29,910,317,13
30876,118,1,N,312,1105,29,308,909,26,966,305,20
50502,209,0,N,223,1202,19,223,943,34,988,232,23
78804,232,1,S,257,1173,21,196,964,12,989,283,6
51384,209,0,N,224,1269,17,210,971,30,1006,225,15
27137,116,0,N,289,1487,43,290,781,45,834,291,25
37572,122,0,N,258,1170,23,257,778,39,868,256,19
69789,223,0,N,239,1298,25,241,903,46,941,241,28
10292,105,0,N,259,1099,18,255,987,42,1040,257,26
2440,101,0,N,278,1329,17,279,966,34,993,281,17
18959,111,1,N,324,1174,14,324,964,38,989,320,12
50750,209,0,N,235,1173,18,233,925,27,953,232,8
80020,233,0,N,203,1367,42,204,988,39,1051,206,19
77239,232,1,S,251,1131,21,247,977,20,988,274,6
83130,234,0,N,234,1332,45,234,961,34,1020,235,15
36633,122,0,N,285,1185,25,284,786,49,881,280,20
20125,112,0,N,254,1023,20,253,849,38,886,252,18
74977,230,0,N,233,1222,27,254,898,37,969,217,4
7570,103,0,N,308,1337,19,306,937,45,976,307,17
75169,231,1,N,299,1332,18,298,965,36,1031,303,19
79021,233,0,N,216,1382,20,209,1012,42,1068,219,21
14182,108,0,N,404,1123,64,413,957,37,1008,409,22
54335,212,1,N,253,1243,45,252,926,35,981,253,20
48596,208,0,N,211,1215,40,215,928,26,982,211,13
56663,213,0,N,194,1453,18,186,882,25,968,198,12
43737,203,0,N,121,1221,20,121,880,42,1057,140,25
42472,202,0,N,326,1242,32,318,969,40,1000,323,19
74853,230,0,N,274,1390,18,275,961,35,996,270,15
29333,118,1,N,299,1123,22,300,852,25,925,303,19
16656,109,1,N,257,1323,27,246,967,25,1018,249,19
77548,232,1,N,691,1166,33,741,992,32,1019,671,16
54390,212,0,N,232,1274,47,227,940,34,1002,231,19
67992,222,0,N,180,1057,12,178,925,36,970,170,19
11450,105,0,N,258,1256,20,268,941,37,993,261,25
5455,102,1,Q,296,1147,36,309,965,30,972,374,13
68157,222,0,N,291,1155,13,288,976,35,1035,290,17
29152,117,0,N,397,841,57,386,804,43,840,398,21
52180,209,0,N,247,1227,18,248,945,31,984,243,16
3281,101,0,N,337,1294,19,338,952,47,988,341,20
14066,108,0,N,359,1162,28,344,1003,36,1056,354,21
63877,219,0,N,502,1302,21,563,867,19,927,495,9
24797,115,0,N,322,1325,24,322,886,22,926,321,4
66432,222,0,N,262,1132,15,261,1003,35,1047,259,17
9156,105,0,N,255,1280,50,255,968,36,1022,254,22
4919,102,1,Q,285,1210,25,293,954,24,971,267,5
55946,213,0,N,195,1432,19,196,912,27,991,193,13
52130,209,0,N,219,1247,18,220,969,19,1001,220,10
53398,212,1,N,226,1199,50,223,899,37,957,222,20
56381,213,0,N,199,1417,19,211,911,28,998,200,13
54187,212,1,N,221,1290,50,228,985,34,1051,220,15
54640,212,1,N,235,1290,46,236,985,34,1054,235,18
5694,103,0,N,322,1388,20,321,929,48,981,322,19
46290,205,0,N,264,1168,17,263,948,40,970,260,14
67580,222,0,N,163,1118,16,179,893,33,926,162,28
5597,102,1,Q,291,1196,24,266,955,22,961,326,8
5045,102,1,Q,286,1149,22,291,948,39,958,214,4
14536,108,0,N,346,1166,63,360,969,38,1019,347,23
14190,108,0,N,394,891,13,392,991,38,1050,377,23
65936,221,0,N,205,1338,18,217,995,24,1006,202,18
6046,103,0,N,306,1365,19,306,890,50,950,304,20
60864,215,0,N,186,1165,17,209,958,31,980,192,13
39773,124,1,N,397,1274,19,404,864,54,881,407,39
33709,121,0,N,350,1053,38,355,852,12,872,349,7
49967,209,0,N,202,1229,18,201,966,49,999,198,17
44138,203,0,N,307,1242,10,347,989,11,1007,324,7
48112,208,1,V,170,1283,41,143,928,47,953,142,27
44026,203,0,N,134,1242,15,114,1005,65,1028,137,50
79362,233,0,N,212,1438,21,204,1012,40,1071,213,21
27403,116,0,N,274,1537,50,277,855,42,920,273,23
19972,112,0,N,255,989,22,243,837,45,868,252,20
80496,233,0,N,216,1328,43,217,962,41,1021,215,20
35265,122,0,N,260,1142,24,259,759,43,828,261,21
19440,111,1,N,312,1200,12,268,970,50,996,318,20
39590,124,1,N,379,1263,20,374,849,30,877,382,23
42941,202,0,N,147,1325,25,83,934,28,986,146,20
65255,220,1,S,174,1298,65,166,881,93,983,151,58
46198,205,0,N,260,1185,17,260,947,42,970,259,18
80453,233,0,N,221,1270,41,216,935,51,976,223,28
42764,202,0,N,392,1287,26,394,981,42,1008,393,21
30388,118,1,N,278,1114,28,261,864,24,934,279,19
5622,102,1,Q,284,1148,30,267,958,31,987,314,11
79924,233,0,N,205,1366,42,205,1001,40,1068,204,19
35666,122,0,N,229,1192,24,230,813,41,891,233,20
